0.5 0.5 0.5 24 1
0.33 0.33 0.33 25 1
0.0 0.0 0.0 18 2
0.43 0.43 0.43 19 2
0.47 0.43 0.35 20 2
0.53 0.47 0.36 21 2
0.58 0.51 0.38 22 2
0.67 0.6 0.48 23 2
0.63 0.54 0.39 24 2
0.58 0.48 0.31 25 2
0.53 0.53 0.42 26 2
0.43 0.43 0.43 16 3
0.44 0.37 0.3 17 3
0.44 0.33 0.18 18 3
0.49 0.37 0.22 19 3
0.57 0.45 0.3 20 3
0.55 0.44 0.27 21 3
0.53 0.43 0.26 22 3
0.57 0.47 0.33 23 3
0.57 0.47 0.33 24 3
0.54 0.44 0.29 25 3
0.56 0.46 0.31 26 3
0.62 0.52 0.35 27 3
0.59 0.54 0.43 28 3
0.5 0.5 0.37 29 3
0.4 0.4 0.4 30 3
0.64 0.64 0.6 14 4
0.68 0.63 0.53 15 4
0.4 0.31 0.19 16 4
0.42 0.32 0.19 17 4
0.52 0.41 0.26 18 4
0.53 0.42 0.27 19 4
0.54 0.44 0.29 20 4
0.5 0.4 0.25 21 4
0.41 0.32 0.2 22 4
0.44 0.35 0.22 23 4
0.55 0.45 0.3 24 4
0.53 0.43 0.28 25 4
0.51 0.4 0.26 26 4
0.58 0.48 0.32 27 4
0.6 0.5 0.34 28 4
0.57 0.46 0.29 29 4
0.47 0.37 0.21 30 4
0.46 0.38 0.24 31 4
0.44 0.44 0.44 11 5
0.42 0.36 0.3 12 5
0.61 0.55 0.49 13 5
0.77 0.71 0.61 14 5
0.56 0.49 0.36 15 5
0.41 0.32 0.19 16 5
0.51 0.41 0.26 17 5
0.55 0.45 0.3 18 5
0.41 0.32 0.2 19 5
0.38 0.29 0.18 20 5
0.51 0.4 0.26 21 5
0.52 0.43 0.29 22 5
0.48 0.39 0.25 23 5
0.55 0.45 0.3 24 5
0.54 0.44 0.29 25 5
0.53 0.43 0.28 26 5
0.57 0.47 0.31 27 5
0.57 0.47 0.31 28 5
0.61 0.51 0.33 29 5
0.56 0.46 0.31 30 5
0.55 0.45 0.3 31 5
0.33 0.33 0.33 9 6
0.44 0.39 0.31 10 6
0.35 0.27 0.17 11 6
0.37 0.31 0.21 12 6
0.63 0.56 0.46 13 6
0.58 0.49 0.36 14 6
0.39 0.3 0.18 15 6
0.36 0.28 0.16 16 6
0.47 0.38 0.25 17 6
0.45 0.37 0.23 18 6
0.35 0.27 0.15 19 6
0.37 0.29 0.18 20 6
0.4 0.31 0.2 21 6
0.46 0.37 0.24 22 6
0.53 0.43 0.28 23 6
0.53 0.43 0.28 24 6
0.48 0.39 0.25 25 6
0.45 0.36 0.23 26 6
0.49 0.4 0.26 27 6
0.42 0.35 0.22 28 6
0.49 0.41 0.25 29 6
0.58 0.48 0.31 30 6
0.55 0.46 0.31 31 6
0.5 0.5 0.5 7 7
0.39 0.35 0.35 8 7
0.36 0.31 0.24 9 7
0.37 0.29 0.18 10 7
0.35 0.26 0.16 11 7
0.48 0.41 0.3 12 7
0.65 0.57 0.44 13 7
0.49 0.4 0.25 14 7
0.35 0.27 0.16 15 7
0.33 0.25 0.15 16 7
0.46 0.38 0.24 17 7
0.51 0.42 0.27 18 7
0.49 0.39 0.25 19 7
0.53 0.43 0.29 20 7
0.49 0.4 0.27 21 7
0.44 0.35 0.23 22 7
0.5 0.4 0.26 23 7
0.48 0.39 0.25 24 7
0.34 0.28 0.18 25 7
0.27 0.22 0.13 26 7
0.44 0.36 0.23 27 7
0.44 0.36 0.23 28 7
0.47 0.39 0.24 29 7
0.59 0.5 0.33 30 7
0.6 0.52 0.36 31 7
0.4 0.4 0.4 6 8
0.44 0.36 0.28 7 8
0.37 0.29 0.2 8 8
0.35 0.27 0.18 9 8
0.45 0.36 0.22 10 8
0.49 0.4 0.26 11 8
0.56 0.49 0.37 12 8
0.56 0.47 0.34 13 8
0.49 0.4 0.25 14 8
0.34 0.27 0.16 15 8
0.34 0.26 0.15 16 8
0.48 0.38 0.24 17 8
0.47 0.38 0.24 18 8
0.41 0.33 0.2 19 8
0.49 0.4 0.25 20 8
0.52 0.43 0.28 21 8
0.41 0.33 0.21 22 8
0.43 0.34 0.21 23 8
0.41 0.33 0.2 24 8
0.26 0.21 0.13 25 8
0.36 0.29 0.18 26 8
0.51 0.43 0.28 27 8
0.36 0.31 0.19 28 8
0.42 0.35 0.22 29 8
0.56 0.49 0.33 30 8
0.45 0.39 0.26 31 8
0.0 0.0 0.0 4 9
0.49 0.41 0.36 5 9
0.38 0.29 0.2 6 9
0.32 0.23 0.12 7 9
0.38 0.29 0.17 8 9
0.36 0.28 0.16 9 9
0.45 0.36 0.23 10 9
0.55 0.46 0.31 11 9
0.49 0.41 0.27 12 9
0.37 0.29 0.18 13 9
0.36 0.28 0.16 14 9
0.35 0.27 0.16 15 9
0.45 0.36 0.23 16 9
0.51 0.42 0.27 17 9
0.46 0.38 0.24 18 9
0.35 0.27 0.16 19 9
0.39 0.3 0.18 20 9
0.46 0.37 0.23 21 9
0.39 0.32 0.2 22 9
0.32 0.26 0.16 23 9
0.39 0.31 0.19 24 9
0.4 0.32 0.19 25 9
0.41 0.33 0.2 26 9
0.37 0.31 0.19 27 9
0.27 0.22 0.14 28 9
0.25 0.2 0.12 29 9
0.35 0.31 0.2 30 9
0.25 0.21 0.13 31 9
0.55 0.55 0.45 3 10
0.44 0.35 0.29 4 10
0.31 0.24 0.17 5 10
0.28 0.22 0.14 6 10
0.27 0.2 0.11 7 10
0.44 0.36 0.23 8 10
0.42 0.34 0.22 9 10
0.27 0.2 0.12 10 10
0.39 0.31 0.19 11 10
0.51 0.42 0.28 12 10
0.43 0.36 0.23 13 10
0.32 0.25 0.15 14 10
0.46 0.38 0.25 15 10
0.54 0.45 0.29 16 10
0.49 0.4 0.25 17 10
0.47 0.38 0.23 18 10
0.47 0.37 0.23 19 10
0.49 0.38 0.24 20 10
0.52 0.42 0.26 21 10
0.43 0.35 0.22 22 10
0.34 0.27 0.17 23 10
0.42 0.35 0.22 24 10
0.37 0.3 0.19 25 10
0.3 0.24 0.15 26 10
0.27 0.22 0.13 27 10
0.37 0.31 0.18 28 10
0.38 0.31 0.19 29 10
0.45 0.4 0.27 30 10
0.39 0.34 0.23 31 10
0.55 0.53 0.47 2 11
0.61 0.53 0.41 3 11
0.36 0.27 0.19 4 11
0.21 0.15 0.1 5 11
0.18 0.14 0.09 6 11
0.18 0.13 0.08 7 11
0.35 0.27 0.18 8 11
0.39 0.32 0.21 9 11
0.22 0.16 0.1 10 11
0.3 0.24 0.15 11 11
0.45 0.37 0.24 12 11
0.47 0.4 0.26 13 11
0.37 0.31 0.19 14 11
0.45 0.37 0.24 15 11
0.52 0.43 0.28 16 11
0.5 0.41 0.27 17 11
0.51 0.4 0.26 18 11
0.51 0.41 0.26 19 11
0.5 0.4 0.24 20 11
0.48 0.38 0.24 21 11
0.43 0.34 0.21 22 11
0.41 0.33 0.2 23 11
0.35 0.29 0.18 24 11
0.29 0.24 0.15 25 11
0.32 0.26 0.16 26 11
0.41 0.33 0.2 27 11
0.52 0.42 0.26 28 11
0.48 0.4 0.24 29 11
0.46 0.39 0.25 30 11
0.55 0.47 0.33 31 11
0.33 0.33 0.33 0 12
0.44 0.41 0.34 1 12
0.51 0.42 0.29 2 12
0.56 0.48 0.36 3 12
0.3 0.24 0.17 4 12
0.17 0.14 0.09 5 12
0.22 0.18 0.12 6 12
0.35 0.29 0.17 7 12
0.45 0.37 0.23 8 12
0.41 0.34 0.22 9 12
0.29 0.24 0.14 10 12
0.41 0.33 0.21 11 12
0.47 0.38 0.25 12 12
0.5 0.41 0.27 13 12
0.47 0.4 0.26 14 12
0.42 0.34 0.22 15 12
0.46 0.37 0.23 16 12
0.51 0.41 0.27 17 12
0.49 0.4 0.26 18 12
0.49 0.39 0.25 19 12
0.48 0.38 0.23 20 12
0.38 0.31 0.18 21 12
0.38 0.31 0.18 22 12
0.44 0.35 0.21 23 12
0.36 0.3 0.19 24 12
0.42 0.35 0.23 25 12
0.49 0.4 0.25 26 12
0.5 0.4 0.25 27 12
0.49 0.4 0.25 28 12
0.53 0.43 0.28 29 12
0.5 0.42 0.27 30 12
0.49 0.42 0.28 31 12
0.46 0.4 0.31 0 13
0.26 0.2 0.14 1 13
0.19 0.15 0.1 2 13
0.23 0.19 0.13 3 13
0.2 0.16 0.11 4 13
0.21 0.18 0.12 5 13
0.37 0.31 0.21 6 13
0.49 0.41 0.26 7 13
0.47 0.38 0.24 8 13
0.45 0.37 0.24 9 13
0.46 0.38 0.24 10 13
0.49 0.4 0.25 11 13
0.47 0.38 0.24 12 13
0.5 0.4 0.26 13 13
0.46 0.38 0.25 14 13
0.36 0.29 0.18 15 13
0.41 0.33 0.2 16 13
0.5 0.41 0.27 17 13
0.5 0.42 0.28 18 13
0.48 0.39 0.25 19 13
0.49 0.4 0.24 20 13
0.44 0.35 0.22 21 13
0.41 0.34 0.21 22 13
0.44 0.36 0.22 23 13
0.48 0.39 0.25 24 13
0.51 0.42 0.28 25 13
0.5 0.41 0.27 26 13
0.47 0.38 0.24 27 13
0.4 0.33 0.2 28 13
0.44 0.35 0.21 29 13
0.51 0.41 0.26 30 13
0.39 0.32 0.2 31 13
0.52 0.43 0.27 0 14
0.3 0.24 0.15 1 14
0.14 0.13 0.09 2 14
0.14 0.13 0.1 3 14
0.22 0.18 0.12 4 14
0.35 0.29 0.19 5 14
0.45 0.38 0.25 6 14
0.4 0.32 0.2 7 14
0.31 0.25 0.15 8 14
0.33 0.26 0.16 9 14
0.44 0.36 0.24 10 14
0.49 0.4 0.26 11 14
0.49 0.4 0.26 12 14
0.5 0.41 0.26 13 14
0.51 0.42 0.27 14 14
0.53 0.44 0.28 15 14
0.51 0.42 0.28 16 14
0.49 0.4 0.27 17 14
0.45 0.37 0.25 18 14
0.46 0.37 0.24 19 14
0.46 0.37 0.24 20 14
0.36 0.29 0.18 21 14
0.35 0.28 0.17 22 14
0.35 0.28 0.17 23 14
0.45 0.36 0.23 24 14
0.47 0.38 0.24 25 14
0.4 0.33 0.21 26 14
0.43 0.35 0.22 27 14
0.4 0.33 0.21 28 14
0.33 0.27 0.16 29 14
0.46 0.38 0.25 30 14
0.51 0.43 0.29 31 14
0.49 0.4 0.24 0 15
0.31 0.25 0.15 1 15
0.17 0.15 0.1 2 15
0.16 0.15 0.1 3 15
0.28 0.24 0.15 4 15
0.47 0.39 0.25 5 15
0.47 0.38 0.24 6 15
0.43 0.35 0.22 7 15
0.34 0.27 0.17 8 15
0.26 0.21 0.13 9 15
0.33 0.26 0.16 10 15
0.45 0.37 0.24 11 15
0.49 0.4 0.27 12 15
0.5 0.41 0.27 13 15
0.51 0.42 0.27 14 15
0.53 0.44 0.29 15 15
0.47 0.39 0.25 16 15
0.47 0.38 0.25 17 15
0.44 0.36 0.24 18 15
0.45 0.37 0.25 19 15
0.42 0.35 0.23 20 15
0.4 0.33 0.21 21 15
0.47 0.38 0.24 22 15
0.47 0.38 0.24 23 15
0.49 0.39 0.25 24 15
0.49 0.4 0.25 25 15
0.48 0.39 0.25 26 15
0.46 0.38 0.23 27 15
0.44 0.35 0.21 28 15
0.41 0.33 0.19 29 15
0.47 0.38 0.24 30 15
0.46 0.38 0.25 31 15
0.51 0.41 0.25 0 16
0.32 0.25 0.15 1 16
0.16 0.14 0.1 2 16
0.16 0.15 0.11 3 16
0.22 0.19 0.13 4 16
0.34 0.29 0.19 5 16
0.45 0.38 0.25 6 16
0.47 0.38 0.24 7 16
0.46 0.38 0.24 8 16
0.47 0.39 0.25 9 16
0.38 0.31 0.19 10 16
0.38 0.3 0.18 11 16
0.44 0.36 0.23 12 16
0.45 0.37 0.24 13 16
0.46 0.38 0.25 14 16
0.46 0.38 0.24 15 16
0.38 0.31 0.19 16 16
0.4 0.33 0.22 17 16
0.45 0.37 0.24 18 16
0.47 0.38 0.25 19 16
0.45 0.37 0.24 20 16
0.44 0.36 0.22 21 16
0.45 0.36 0.21 22 16
0.45 0.36 0.22 23 16
0.48 0.39 0.25 24 16
0.46 0.37 0.24 25 16
0.37 0.31 0.19 26 16
0.41 0.33 0.2 27 16
0.44 0.35 0.2 28 16
0.45 0.36 0.21 29 16
0.46 0.37 0.22 30 16
0.42 0.34 0.21 31 16
0.49 0.38 0.22 0 17
0.36 0.28 0.17 1 17
0.16 0.13 0.09 2 17
0.14 0.12 0.09 3 17
0.17 0.15 0.1 4 17
0.2 0.18 0.12 5 17
0.25 0.22 0.13 6 17
0.37 0.3 0.18 7 17
0.47 0.39 0.25 8 17
0.47 0.39 0.25 9 17
0.46 0.38 0.24 10 17
0.47 0.38 0.25 11 17
0.47 0.38 0.25 12 17
0.46 0.37 0.24 13 17
0.46 0.37 0.23 14 17
0.47 0.38 0.24 15 17
0.44 0.36 0.23 16 17
0.38 0.31 0.2 17 17
0.45 0.36 0.23 18 17
0.48 0.39 0.24 19 17
0.49 0.39 0.24 20 17
0.48 0.38 0.23 21 17
0.44 0.35 0.2 22 17
0.4 0.31 0.19 23 17
0.45 0.37 0.24 24 17
0.4 0.33 0.22 25 17
0.34 0.27 0.17 26 17
0.38 0.3 0.18 27 17
0.43 0.35 0.2 28 17
0.44 0.35 0.2 29 17
0.46 0.37 0.22 30 17
0.51 0.42 0.26 31 17
0.47 0.38 0.22 0 18
0.4 0.31 0.19 1 18
0.28 0.23 0.14 2 18
0.35 0.29 0.19 3 18
0.31 0.26 0.17 4 18
0.18 0.14 0.09 5 18
0.19 0.16 0.11 6 18
0.25 0.2 0.13 7 18
0.38 0.31 0.2 8 18
0.45 0.37 0.24 9 18
0.33 0.26 0.16 10 18
0.3 0.25 0.16 11 18
0.43 0.35 0.23 12 18
0.48 0.39 0.26 13 18
0.4 0.33 0.21 14 18
0.38 0.3 0.19 15 18
0.45 0.36 0.23 16 18
0.45 0.37 0.23 17 18
0.49 0.4 0.25 18 18
0.49 0.39 0.24 19 18
0.46 0.37 0.23 20 18
0.47 0.36 0.22 21 18
0.47 0.38 0.24 22 18
0.34 0.27 0.15 23 18
0.33 0.26 0.16 24 18
0.31 0.25 0.16 25 18
0.39 0.31 0.19 26 18
0.42 0.33 0.21 27 18
0.36 0.3 0.18 28 18
0.43 0.35 0.2 29 18
0.49 0.41 0.24 30 18
0.54 0.46 0.3 31 18
0.46 0.43 0.39 0 19
0.28 0.21 0.11 1 19
0.34 0.27 0.15 2 19
0.58 0.49 0.35 3 19
0.56 0.48 0.35 4 19
0.27 0.22 0.13 5 19
0.2 0.16 0.11 6 19
0.18 0.15 0.1 7 19
0.27 0.21 0.13 8 19
0.5 0.41 0.29 9 19
0.4 0.33 0.22 10 19
0.29 0.23 0.15 11 19
0.38 0.31 0.2 12 19
0.43 0.36 0.24 13 19
0.33 0.27 0.18 14 19
0.33 0.26 0.15 15 19
0.48 0.38 0.24 16 19
0.51 0.41 0.26 17 19
0.49 0.39 0.24 18 19
0.47 0.38 0.23 19 19
0.42 0.34 0.21 20 19
0.47 0.38 0.24 21 19
0.5 0.4 0.25 22 19
0.37 0.29 0.17 23 19
0.34 0.27 0.16 24 19
0.44 0.36 0.23 25 19
0.44 0.36 0.22 26 19
0.34 0.27 0.17 27 19
0.31 0.26 0.15 28 19
0.39 0.33 0.2 29 19
0.31 0.25 0.15 30 19
0.3 0.25 0.15 31 19
0.4 0.37 0.35 1 20
0.38 0.29 0.12 2 20
0.46 0.37 0.21 3 20
0.52 0.44 0.3 4 20
0.41 0.34 0.22 5 20
0.32 0.25 0.17 6 20
0.33 0.26 0.18 7 20
0.3 0.24 0.15 8 20
0.47 0.39 0.27 9 20
0.51 0.41 0.28 10 20
0.48 0.39 0.26 11 20
0.48 0.4 0.26 12 20
0.41 0.33 0.22 13 20
0.35 0.29 0.18 14 20
0.39 0.32 0.19 15 20
0.47 0.38 0.23 16 20
0.51 0.41 0.26 17 20
0.5 0.4 0.25 18 20
0.44 0.35 0.21 19 20
0.4 0.32 0.18 20 20
0.5 0.4 0.25 21 20
0.54 0.44 0.29 22 20
0.43 0.35 0.22 23 20
0.36 0.29 0.17 24 20
0.46 0.38 0.25 25 20
0.43 0.36 0.23 26 20
0.42 0.35 0.22 27 20
0.42 0.35 0.22 28 20
0.53 0.45 0.29 29 20
0.34 0.28 0.16 30 20
0.36 0.3 0.17 31 20
0.44 0.35 0.24 2 21
0.4 0.29 0.12 3 21
0.48 0.39 0.24 4 21
0.58 0.51 0.37 5 21
0.52 0.44 0.31 6 21
0.44 0.35 0.22 7 21
0.36 0.28 0.18 8 21
0.36 0.29 0.19 9 21
