0.5 0.5 0.5 17 0
0.56 0.68 0.31 18 0
0.56 0.69 0.29 19 0
0.45 0.64 0.15 20 0
0.53 0.7 0.19 21 0
0.53 0.71 0.2 22 0
0.53 0.71 0.19 23 0
0.56 0.73 0.19 24 0
0.56 0.74 0.19 25 0
0.55 0.66 0.26 26 0
0.55 0.61 0.44 27 0
0.5 0.5 0.5 16 1
0.55 0.71 0.2 17 1
0.49 0.67 0.15 18 1
0.5 0.68 0.18 19 1
0.51 0.69 0.23 20 1
0.55 0.71 0.28 21 1
0.54 0.71 0.28 22 1
0.49 0.67 0.25 23 1
0.49 0.67 0.23 24 1
0.51 0.69 0.19 25 1
0.51 0.69 0.17 26 1
0.5 0.69 0.15 27 1
0.54 0.71 0.25 28 1
0.55 0.64 0.45 29 1
0.5 0.5 0.33 15 2
0.55 0.71 0.19 16 2
0.48 0.67 0.12 17 2
0.49 0.67 0.19 18 2
0.49 0.67 0.2 19 2
0.51 0.69 0.25 20 2
0.53 0.7 0.28 21 2
0.5 0.68 0.25 22 2
0.48 0.67 0.25 23 2
0.48 0.67 0.22 24 2
0.48 0.67 0.22 25 2
0.48 0.67 0.2 26 2
0.49 0.67 0.18 27 2
0.46 0.66 0.15 28 2
0.48 0.67 0.19 29 2
0.56 0.62 0.5 30 2
0.62 0.75 0.29 15 3
0.46 0.66 0.09 16 3
0.46 0.65 0.14 17 3
0.49 0.67 0.2 18 3
0.49 0.68 0.22 19 3
0.5 0.68 0.25 20 3
0.49 0.67 0.23 21 3
0.5 0.68 0.27 22 3
0.46 0.65 0.23 23 3
0.49 0.68 0.25 24 3
0.47 0.67 0.23 25 3
0.5 0.69 0.25 26 3
0.45 0.65 0.21 27 3
0.45 0.66 0.2 28 3
0.44 0.65 0.18 29 3
0.49 0.68 0.26 30 3
0.5 0.6 0.5 31 3
0.55 0.64 0.45 14 4
0.57 0.74 0.17 15 4
0.5 0.68 0.09 16 4
0.49 0.68 0.16 17 4
0.52 0.7 0.2 18 4
0.54 0.71 0.28 19 4
0.53 0.7 0.25 20 4
0.51 0.69 0.25 21 4
0.5 0.68 0.27 22 4
0.51 0.69 0.29 23 4
0.51 0.69 0.3 24 4
0.49 0.67 0.3 25 4
0.48 0.67 0.29 26 4
0.47 0.67 0.26 27 4
0.46 0.67 0.24 28 4
0.47 0.68 0.25 29 4
0.47 0.68 0.25 30 4
0.51 0.7 0.28 31 4
0.67 0.67 0.67 13 5
0.64 0.68 0.55 14 5
0.57 0.74 0.25 15 5
0.52 0.7 0.18 16 5
0.53 0.7 0.24 17 5
0.49 0.67 0.22 18 5
0.51 0.68 0.27 19 5
0.47 0.65 0.23 20 5
0.46 0.65 0.22 21 5
0.51 0.68 0.29 22 5
0.49 0.68 0.27 23 5
0.49 0.67 0.31 24 5
0.5 0.68 0.32 25 5
0.51 0.69 0.35 26 5
0.47 0.67 0.3 27 5
0.48 0.67 0.3 28 5
0.49 0.68 0.31 29 5
0.53 0.71 0.33 30 5
0.54 0.71 0.31 31 5
0.5 0.5 0.5 11 6
0.67 0.58 0.58 12 6
0.82 0.86 0.71 13 6
0.83 0.87 0.72 14 6
0.74 0.82 0.59 15 6
0.53 0.71 0.24 16 6
0.5 0.68 0.19 17 6
0.5 0.67 0.2 18 6
0.52 0.69 0.25 19 6
0.5 0.68 0.23 20 6
0.53 0.69 0.31 21 6
0.56 0.72 0.36 22 6
0.66 0.78 0.48 23 6
0.58 0.73 0.38 24 6
0.53 0.7 0.33 25 6
0.55 0.71 0.35 26 6
0.53 0.7 0.36 27 6
0.54 0.71 0.36 28 6
0.57 0.73 0.38 29 6
0.61 0.75 0.45 30 6
0.5 0.62 0.5 31 6
0.62 0.43 0.41 11 7
0.6 0.39 0.36 12 7
0.66 0.6 0.5 13 7
0.8 0.76 0.67 14 7
0.69 0.61 0.61 15 7
0.7 0.7 0.6 16 7
0.65 0.72 0.44 17 7
0.57 0.69 0.36 18 7
0.58 0.67 0.48 19 7
0.51 0.62 0.41 20 7
0.6 0.67 0.53 21 7
0.5 0.62 0.5 22 7
1.0 1.0 1.0 23 7
0.62 0.62 0.56 24 7
0.58 0.66 0.44 25 7
