0.5 0.5 0.5 5 0
0.58 0.52 0.45 6 0
0.71 0.64 0.56 7 0
0.67 0.6 0.52 8 0
0.67 0.59 0.52 9 0
0.61 0.53 0.45 10 0
0.54 0.45 0.38 11 0
0.49 0.4 0.32 12 0
0.48 0.4 0.33 13 0
0.47 0.38 0.3 14 0
0.47 0.38 0.3 15 0
0.49 0.4 0.31 16 0
0.51 0.42 0.33 17 0
0.51 0.4 0.32 18 0
0.53 0.43 0.35 19 0
0.59 0.49 0.4 20 0
0.65 0.56 0.47 21 0
0.63 0.55 0.46 22 0
0.67 0.67 0.33 23 0
1.0 1.0 0.0 4 1
0.68 0.6 0.54 5 1
0.63 0.55 0.47 6 1
0.59 0.51 0.43 7 1
0.53 0.45 0.38 8 1
0.47 0.39 0.31 9 1
0.45 0.37 0.3 10 1
0.42 0.34 0.27 11 1
0.38 0.3 0.24 12 1
0.37 0.29 0.23 13 1
0.38 0.29 0.22 14 1
0.4 0.31 0.25 15 1
0.38 0.29 0.23 16 1
0.4 0.3 0.24 17 1
0.42 0.33 0.26 18 1
0.42 0.32 0.25 19 1
0.43 0.33 0.25 20 1
0.47 0.36 0.29 21 1
0.54 0.42 0.34 22 1
0.53 0.42 0.34 23 1
0.56 0.53 0.47 24 1
0.6 0.53 0.5 4 2
0.6 0.53 0.45 5 2
0.51 0.44 0.36 6 2
0.47 0.39 0.32 7 2
0.44 0.36 0.29 8 2
0.41 0.33 0.26 9 2
0.4 0.32 0.26 10 2
0.42 0.33 0.27 11 2
0.4 0.31 0.25 12 2
0.38 0.29 0.24 13 2
0.39 0.3 0.25 14 2
0.41 0.31 0.25 15 2
0.42 0.32 0.27 16 2
0.38 0.28 0.23 17 2
0.37 0.28 0.22 18 2
0.38 0.28 0.23 19 2
0.36 0.27 0.21 20 2
0.36 0.27 0.21 21 2
0.44 0.33 0.26 22 2
0.5 0.39 0.31 23 2
0.51 0.4 0.31 24 2
0.53 0.45 0.39 25 2
0.5 0.5 0.5 26 2
1.0 1.0 0.0 1 3
0.54 0.54 0.54 2 3
0.59 0.53 0.5 3 3
0.64 0.56 0.48 4 3
0.53 0.44 0.38 5 3
0.45 0.37 0.31 6 3
0.41 0.33 0.27 7 3
0.44 0.35 0.29 8 3
0.4 0.31 0.25 9 3
0.37 0.29 0.24 10 3
0.38 0.3 0.25 11 3
0.4 0.31 0.26 12 3
0.39 0.3 0.25 13 3
0.42 0.32 0.26 14 3
0.41 0.31 0.25 15 3
0.42 0.32 0.26 16 3
0.38 0.29 0.23 17 3
0.38 0.29 0.23 18 3
0.39 0.3 0.25 19 3
0.38 0.29 0.24 20 3
0.37 0.27 0.23 21 3
0.35 0.26 0.21 22 3
0.42 0.32 0.25 23 3
0.48 0.37 0.29 24 3
0.45 0.36 0.28 25 3
0.47 0.39 0.31 26 3
0.5 0.5 0.5 27 3
0.67 0.67 0.67 0 4
0.63 0.6 0.53 1 4
0.66 0.6 0.53 2 4
0.56 0.49 0.42 3 4
0.49 0.4 0.34 4 4
0.46 0.38 0.31 5 4
0.43 0.35 0.28 6 4
0.4 0.31 0.25 7 4
0.38 0.3 0.25 8 4
0.36 0.28 0.23 9 4
0.36 0.28 0.23 10 4
0.36 0.28 0.24 11 4
0.39 0.29 0.25 12 4
0.4 0.3 0.25 13 4
0.42 0.31 0.25 14 4
0.42 0.31 0.25 15 4
0.42 0.31 0.25 16 4
0.41 0.3 0.24 17 4
0.41 0.3 0.24 18 4
0.42 0.31 0.25 19 4
0.42 0.31 0.26 20 4
0.42 0.32 0.26 21 4
0.38 0.29 0.24 22 4
0.36 0.27 0.22 23 4
0.41 0.31 0.26 24 4
0.46 0.36 0.29 25 4
0.45 0.36 0.28 26 4
0.48 0.39 0.31 27 4
0.5 0.5 0.5 28 4
0.57 0.52 0.47 0 5
0.67 0.61 0.54 1 5
